"NYC Borough, Block, and Lot (BBL)",Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),Primary Property Type - Self Selected
3074400020,3204126,"2,940",OCEAN AVENUE        ,BROOKLYN            ,11235,Yes,In Compliance ,82.1,null,102.9,null,null,None,49,301.9,258.5,43.4,"65,625",Multifamily Housing
3074400028,3204127,"2,950",OCEAN AVENUE        ,BROOKLYN            ,11235,Yes,In Compliance ,85.1,null,103.7,null,null,None,47,310.1,272.7,37.4,"65,625",Multifamily Housing
3054200050,3127822,680,OCEAN PARKWAY       ,BROOKLYN            ,11230,Yes,In Compliance ,16.3,16.3,51.1,51.1,null,None,100,83.7,0,83.7,"62,000",Multifamily Housing
3058710069,3145633,237,OVINGTON AVENUE     ,BROOKLYN            ,11209,Yes,In Compliance ,103.7,null,127,null,null,None,58,473.8,418.5,55.3,"69,000",Multifamily Housing
2058343001,2084601,"6,255",BROADWAY            ,BRONX               ,10471,Yes,In Compliance ,69.1,null,91.8,null,null,None,88,276.4,226.7,49.8,"62,000",Multifamily Housing
4018720025,4046342,    56-10,  94 STREET         ,QUEENS,11373,Yes,In Compliance ,116.1,null,119.8,null,null,None,73,886.6,878.9,7.7,"107,390",Multifamily Housing
2023827502,2113742,406,EAST  161 STREET    ,BRONX               ,10451,Yes,In Compliance ,99.2,95.7,148.2,144.4,null,None,53,497.6,350.3,147.3,"84,351",Multifamily Housing
2029640029,2114127,"1,402",BRISTOW STREET      ,BRONX               ,10459,Yes,In Compliance ,91.3,87.9,130.7,127.4,null,None,63,504.6,374.1,130.5,"94,408",Multifamily Housing
4004430014,4005206,    12-12,  43 AVENUE         ,QUEENS,11101,Yes,In Compliance ,106.6,105.1,259.1,257,null,None,20,844.9,208.8,636.1,"108,880",Office
4051850054,4117143,   140-65,BEECH AVENUE        ,QUEENS,11355,Yes,In Compliance ,37.9,37.9,65.5,65.4,null,None,100,234.4,144.9,89.6,"85,923",Multifamily Housing
3030930001,3071424,72,BOGART STREET       ,BROOKLYN            ,11206,Yes,In Compliance ,57.3,52.7,85.9,81.1,null,None,94,308,215.7,92.2,"90,352",Office
4002550001,4003453,    33-01,HUNTERS POINT AVENUE,QUEENS,11101,Yes,In Compliance ,103.5,103.8,203.3,204,null,None,null,469.7,245.4,224.4,"58,400",Manufacturing/Industrial Plant
4002500001,4003445,"4,725",  34 STREET         ,QUEENS,11101,Yes,In Compliance ,72.8,69.2,128.8,125.2,null,None,null,"1,487.5",818.7,668.8,"322,290",Manufacturing/Industrial Plant
1016467502,1086570,215,EAST   96 STREET    ,MANHATTAN,10128,Yes,In Compliance ,101.8,null,163.1,null,null,None,21,"3,692.1","2,389","1,303.1","582,381",Multifamily Housing
1007907502,1086581;1080572,125,WEST   14 STREET    ,MANHATTAN,10011,Yes,In Compliance ,105.4,103.2,206.4,204.7,null,None,null,"2,392.4","1,086.7","1,305.7","343,534",Multifamily Housing
1008567503,1016877,15,EAST   26 STREET    ,MANHATTAN,10010,Yes,In Compliance ,76.9,76.4,241.4,239.9,null,None,null,"1,148.4",0,"1,148.4","180,112",Office
1009190042,1020361,224,EAST   39 STREET    ,MANHATTAN,10016,Yes,In Compliance ,66.3,64.6,120.2,118.3,20.18,Manual,59,871.4,522.5,348.9,"168,555",Multifamily Housing
3002480015,3002054,98,MONTAGUE STREET     ,BROOKLYN            ,11201,Yes,In Compliance ,31,31,96.6,96.6,2.94,ABS,58,486.7,3.5,483.2,"190,000",Multifamily Housing
4156380001,4436181;4436179;4436178;4436180,125,BEACH   17 STREET   ,QUEENS,11691,Yes,In Compliance ,75.8,74,109.3,107.4,null,None,78,"2,808.3","2,063.6",744.6,"631,108",Multifamily Housing
2033230022,2017667,"3,235",GRAND CONCOURSE     ,BRONX               ,10468,Yes,In Compliance ,null,null,null,null,null,None,null,null,861.7,null,"105,000",Multifamily Housing
1012420001,1033673,700,WEST END AVENUE     ,MANHATTAN,10025,Yes,In Compliance ,88.8,82.7,124.3,118.1,null,None,64,263.9,200.8,63.1,"51,152",Multifamily Housing
3036720020,3401154,"2,706",FULTON STREET       ,BROOKLYN            ,11207,Yes,In Compliance ,20.2,19.1,44.3,43.2,0,Manual,87,80.5,27.8,52.6,"57,441",Non-Refrigerated Warehouse
2023490090,2001080,385,GERARD AVENUE       ,BRONX               ,10451,Yes,In Compliance ,10.1,9.8,31.6,30.6,8.41,Manual,97,342.4,0,342.4,"410,000",Non-Refrigerated Warehouse
1014160002,1043780,"1,033",   3 AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,81.3,81,126.9,126,null,None,20,"1,371.8",0,"1,371.8","243,000",Multifamily Housing
4161660434,4303766,   113-01,BEACH CHANNEL DRIVE ,QUEENS,11694,Yes,In Compliance ,237,234.9,513.6,511.3,null,None,64,940.2,336.8,603.4,"57,448",Supermarket/Grocery Store
2042260007,2097366,"1,730",EASTCHESTER ROAD    ,BRONX               ,10461,Yes,In Compliance ,265.4,260.2,668.4,664,null,None,41,"1,223.3",260.8,962.4,"62,229",Supermarket/Grocery Store
4045310447,4103020,   153-01,  10 AVENUE         ,QUEENS,11357,Yes,In Compliance ,243.7,236.8,599,591.8,null,None,null,967.6,229.1,738.5,"54,241",Supermarket/Grocery Store
5071000028,5133353,"2,730",ARTHUR KILL ROAD    ,STATEN ISLAND       ,10309,Yes,In Compliance ,229.1,226,584.6,581.4,null,None,null,975.6,195.6,780,"57,135",Supermarket/Grocery Store
1017730020,1087605,149,EAST  124 STREET    ,MANHATTAN,10035,Yes,In Compliance ,282.1,276.6,708.4,703.6,null,None,30,"1,164",251.5,912.5,"55,784",Supermarket/Grocery Store
4157090006,4300196;4865467,    22-14,LORETTA ROAD        ,QUEENS,11691,Yes,In Compliance ,82.4,82.4,150.4,150.4,null,None,28,312.2,162.6,149.5,"59,022",Multifamily Housing
3082357501,3320629,556,LOUISIANA AVENUE    ,BROOKLYN            ,11239,Yes,In Compliance ,18.6,18.3,58.5,57.4,null,None,97,209.5,0,209.5,"135,660",Multifamily Housing
1008060013,1015160,135,WEST   30 STREET    ,MANHATTAN,10001,Yes,In Compliance ,57.1,53.2,146,140.1,null,None,67,528.5,105.1,423.4,"124,000",Hotel
3064620040,3328630,"8,847",BAY   16 STREET     ,BROOKLYN            ,11214,Yes,In Compliance ,2.2,2.2,7,7,null,None,100,30,0,30,"162,454",Multifamily Housing
3087820007,3247146,"2,330",VOORHIES AVENUE     ,BROOKLYN            ,11235,Yes,In Compliance ,84.9,83.4,112,110.1,46.99,ABS,57,552.7,449.3,103.4,"114,258",Multifamily Housing
1008390024,1015965,29,WEST   37 STREET    ,MANHATTAN,10018,Yes,In Compliance ,176.3,176.2,332.9,332.6,null,None,3,714.6,349.2,365.4,"62,294",Hotel
1008370001,1083641,960,AVENUE OF THE AMER  ,MANHATTAN,10018,Yes,In Compliance ,156.3,null,372.2,null,null,None,4,825.8,0,825.8,"69,104",Hotel
1018890022,1057136,839,WEST END AVENUE     ,MANHATTAN,10025,Yes,In Compliance ,115.5,110.1,155,149.2,null,None,26,336.7,268.6,68.1,"50,892",Multifamily Housing
3045970070,3099484,43,EAST   94 STREET    ,BROOKLYN            ,11212,Yes,In Compliance ,134.4,131.5,175.3,171.6,150.54,ABS,31,491.1,403.8,87.3,"64,381",Multifamily Housing
1012790001,1035366,531,   5 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,97.3,92.7,220.5,214.9,null,None,61,"2,461.6",0,"2,461.6","335,108",Office
1012790069,1035380,539,   5 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,90,86.1,228.3,223.6,null,None,61,"1,307.5",0,"1,307.5","186,824",Office
3044527501,3398621,"1,165",ELTON STREET        ,BROOKLYN            ,11208,Yes,In Compliance ,61.2,60.2,101.2,100.2,null,None,null,238.3,145.8,92.5,"63,120",Multifamily Housing
3044487501,3398202,"1,152",ELTON STREET        ,BROOKLYN            ,11208,Yes,In Compliance ,73.4,72.5,124.6,123.6,null,None,85,214.6,126.3,88.3,"46,878",Multifamily Housing
2048330064,2063242,646,EAST  231 STREET    ,BRONX               ,10466,Yes,In Compliance ,104.3,null,137,null,null,None,46,438.2,368.7,69.5,"57,100",Multifamily Housing
1021800085,1064410,731,WEST  183 STREET    ,MANHATTAN,10033,Yes,In Compliance ,66.7,null,96.3,null,null,None,90,278.7,215.7,63,"56,325",Multifamily Housing
2037410030,2023896,"1,158",BOYNTON AVENUE      ,BRONX               ,10472,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,94.1,"66,100",Multifamily Housing
2032030007,2014409,"2,458",GRAND AVENUE        ,BRONX               ,10468,Yes,In Compliance ,41.4,null,69.7,null,null,None,98,170.7,110.6,60.1,"55,900",Multifamily Housing
2031900056,2014131,"2,501",MORRIS AVENUE       ,BRONX               ,10468,Yes,In Compliance ,48.4,null,71.7,null,null,None,98,262.2,197.9,64.3,"73,002",Multifamily Housing
1019930001,1083664;1811123;1076684,"3,081",BROADWAY            ,MANHATTAN,10027,Yes,In Compliance ,67.2,66.3,114,113.3,null,None,null,"3,402.5","2,158.4","1,244.2","702,407",Other
1019930002,,,,MANHATTAN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2033410044,2018116,284,EAST  206 STREET    ,BRONX               ,10467,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,100.2,"61,000",Multifamily Housing
2033440014,2018258,"3,530",BAINBRIDGE AVENUE   ,BRONX               ,10467,Yes,In Compliance ,91.3,null,122.4,null,null,None,56,429.7,355.5,74.2,"63,700",Multifamily Housing
3001310025,3000244,101,TECH PLACE          ,BROOKLYN            ,11201,Yes,In Compliance ,166.8,166.8,255.6,255.6,null,None,19,"1,156.9",788,368.9,"115,590",Residence Hall/Dormitory
3001420001,3331744,327,JAY STREET          ,BROOKLYN            ,11201,Yes,In Compliance ,178.7,178.7,349.9,349.9,null,None,null,"4,215.5","1,916.5","2,299","357,000",College/University
4098030015,4209733,    89-07, 169 STREET         ,QUEENS,11432,Yes,In Compliance ,null,null,null,null,null,None,null,71.5,0,71.5,"75,500",Multifamily Housing
4098030009,4209732,    89-21, 169 STREET         ,QUEENS,11432,Yes,In Compliance ,14.4,14.2,37,36.4,null,None,100,68.7,17.4,51.3,"58,810",Multifamily Housing
1018730020,1056505,"2,660",BROADWAY            ,MANHATTAN,10025,Yes,In Compliance ,114,109.9,173.6,169.7,null,None,9,777.4,570.9,206.5,"91,500",Multifamily Housing
2033240013,2017673,66,WEST GUN HILL ROAD  ,BRONX               ,10467,Yes,In Compliance ,83,81,108.3,106.3,90.63,ABS,77,320.3,271.6,48.7,"51,450",Multifamily Housing
2043250001,2049528,"2,155",PAULDING AVENUE     ,BRONX               ,10462,Yes,In Compliance ,95.9,93.7,135.9,133.7,null,None,42,590.6,467,123.6,"81,710",Multifamily Housing
2033180023,2017501,"2,800",JEROME AVENUE       ,BRONX               ,10468,Yes,In Compliance ,110,106.7,148.6,145.2,104.51,ABS,31,553.9,456.5,97.4,"67,320",Multifamily Housing
2033560126,2018645,"3,536",HULL AVENUE         ,BRONX               ,10467,Yes,In Compliance ,86.9,81.5,109.1,103.6,56.27,ABS,66,497.8,435,62.8,"76,525",Multifamily Housing
2028790080,2009078,"1,834",PHELAN PLACE        ,BRONX               ,10453,Yes,In Compliance ,89.6,89.5,128,127.9,77.24,ABS,62,374.4,293.8,80.6,"55,700",Multifamily Housing
3044690001,3395103,783,ELDERT LANE         ,BROOKLYN            ,11208,Yes,In Compliance ,89.4,89.1,146.4,145.6,49.13,ABS,18,842,522.4,319.6,"153,198",Multifamily Housing
2038940011,2028123,"1,420",NOBLE AVENUE        ,BRONX               ,10472,Yes,In Compliance ,126.7,124.2,163.1,160.7,150.57,ABS,21,699.9,599.1,100.8,"74,100",Multifamily Housing
3044527502,3398622,"1,166",ELTON STREET        ,BROOKLYN            ,11208,Yes,In Compliance ,77.8,77.8,139.4,139.4,null,None,null,262.6,141.3,121.3,"53,006",Multifamily Housing
1012590011,1034203,47,WEST   43 STREET    ,MANHATTAN,10036,Yes,In Compliance ,187.3,183.7,378.3,375.6,100.54,Manual,15,"1,336.8",657.6,679.2,"92,400",Hotel
2027200093,0,755,SOUTHERN BOULEVARD  ,BRONX               ,10455,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
2027240001,0,997,EAST  163 STREET    ,BRONX               ,10459,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
2027240101,2005771;2099788;2005769;2099787;2005737,940,SIMPSON STREET      ,BRONX               ,10459,Yes,In Compliance ,75.8,72,107.2,103.2,8.89,Manual,87,"1,200.8",940.5,260.3,"223,986",Multifamily Housing
1014697501,1045891,401,EAST   74 STREET    ,MANHATTAN,10021,Yes,In Compliance ,82.7,79.9,140.7,138.1,null,None,74,"1,476.2",864.6,611.6,"285,963",Multifamily Housing
3023170005,3256303;3061866;3819942;3819941,117,KENT AVENUE         ,BROOKLYN            ,11249,Yes,In Compliance ,36.3,34.9,112.6,108.2,null,None,60,280.6,3.5,277.1,"93,806",Multifamily Housing
3023170003,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2025270061,2003497,"1,055",UNIVERSITY AVENUE   ,BRONX               ,10452,Yes,In Compliance ,115,115,156.9,156.9,82.36,ABS,13,592.6,464,128.5,"89,457",Multifamily Housing
2025040105,2003053,"1,055",JEROME AVENUE       ,BRONX               ,10452,Yes,In Compliance ,88.9,88.9,93.4,93.4,null,None,83,310.1,310.1,0,"65,667",Multifamily Housing
2027840010,2007237,306,EAST  171 STREET    ,BRONX               ,10457,Yes,In Compliance ,18.6,18.6,58.5,58.5,131.81,ABS,100,111.3,0,111.3,"72,000",Multifamily Housing
2032480173,2007237,"2,715",WEBB AVENUE         ,BRONX               ,10468,Yes,In Compliance ,5.6,5.6,5.9,5.9,117.56,ABS,100,15.1,15.1,0,"50,274",Multifamily Housing
2042910024,2048823,"2,131",WALLACE AVENUE      ,BRONX               ,10462,Yes,In Compliance ,100.5,null,105.4,null,null,None,81,"1,349.7","1,322.2",27.5,"178,126",Multifamily Housing
2028790170,2009110,184,WEST BURNSIDE AVENUE,BRONX               ,10453,Yes,In Compliance ,0.6,0.6,0.7,0.7,79.76,ABS,100,3.2,2.8,0.4,"95,420",Multifamily Housing
2042920024,2048825,"2,132",WALLACE AVENUE      ,BRONX               ,10462,Yes,In Compliance ,102.8,null,107.2,null,null,None,80,"1,362","1,339",23,"175,806",Multifamily Housing
2028790192,2009117,150,WEST BURNSIDE AVENUE,BRONX               ,10453,Yes,In Compliance ,101,98,143.6,140.4,94.94,ABS,23,406.5,303.9,102.6,"68,870",Multifamily Housing
2043220010,2049431,"2,140",BARNES AVENUE       ,BRONX               ,10462,Yes,In Compliance ,110.3,null,116.4,null,127.39,ABS,71,548.2,535.4,12.9,"65,862",Multifamily Housing
2032870043,2016624,"2,706",BAINBRIDGE AVENUE   ,BRONX               ,10458,Yes,In Compliance ,17.3,17.3,41,41.2,96.16,ABS,100,75.4,20.5,54.9,"60,587",Multifamily Housing
2043220018,2049432,"2,162",BARNES AVENUE       ,BRONX               ,10462,Yes,In Compliance ,104.4,null,111.7,null,74.77,ABS,76,519.6,503.8,15.9,"66,075",Multifamily Housing
2043220025,2049433,"2,182",BARNES AVENUE       ,BRONX               ,10462,Yes,In Compliance ,121.6,null,129.1,null,119.58,ABS,null,604.6,588.5,16.1,"65,862",Multifamily Housing
3078130106,3217094,"4,149",KINGS HIGHWAY       ,BROOKLYN            ,11234,Yes,In Compliance ,87.8,null,116.9,null,53.64,ABS,65,499.6,404.2,95.4,"96,000",Multifamily Housing
1012750006,1035312,3,EAST   40 STREET    ,MANHATTAN,10016,Yes,In Compliance ,112.5,108.4,183.5,178.3,null,None,27,728.9,455.4,273.5,"105,500",Hotel
1013417501,1038935,326,EAST   49 STREET    ,MANHATTAN,10017,Yes,In Compliance ,143.4,141.2,218.4,215.6,null,None,4,810.5,12.8,797.6,"82,062",Multifamily Housing
4032750083,4078346,    72-14,BURNS STREET        ,QUEENS,11375,Yes,In Compliance ,136.5,136.5,176.8,176.8,null,None,8,547.1,466.2,80.8,"53,410",Multifamily Housing
2025050019,2003060,"1,105",JEROME AVENUE       ,BRONX               ,10452,Yes,In Compliance ,52.8,51.2,72.1,70.4,null,None,99,563.7,441.3,122.3,"185,190",Multifamily Housing
1019700002,1075479,"1,423",AMSTERDAM AVENUE    ,MANHATTAN,10027,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,207,"241,120",Multifamily Housing
4002390049,4003410;4829687,    29-76,NORTHERN BOULEVARD  ,QUEENS,11101,Yes,In Compliance ,62.4,61.3,163.6,163.3,null,None,79,"1,940.6",339.1,"1,601.5","411,600",Office
1011827501,1076239,235,WEST END AVENUE     ,MANHATTAN,10023,Yes,In Compliance ,99.3,92.3,140.7,133.7,null,None,56,845.7,668,177.7,"113,128",Multifamily Housing
4023430001,4054161 ;4846883,    58-51,  52 AVENUE         ,QUEENS,11377,Yes,In Compliance ,19.5,17.1,31.5,29.1,null,None,74,70.6,44.6,26,"59,190",Non-Refrigerated Warehouse
1013420023,1039468,349,EAST   49 STREET    ,MANHATTAN,10017,Yes,In Compliance ,84.6,83.1,130.1,128.6,null,None,41,648.9,467.5,181.4,"105,961",Multifamily Housing
3050420073,3115529,75,HAWTHORNE STREET    ,BROOKLYN            ,11225,Yes,In Compliance ,110.5,null,146.1,null,null,None,39,452.1,366.3,85.8,"71,795",Multifamily Housing
3050840097,3116662,93,LINDEN BOULEVARD    ,BROOKLYN            ,11226,Yes,In Compliance ,72.2,null,101.9,null,null,None,84,588.3,443.9,144.4,"139,808",Multifamily Housing
3050840010,3116642,"2,101",BEDFORD AVENUE      ,BROOKLYN            ,11226,Yes,In Compliance ,96.8,null,130.5,null,null,None,68,284.2,225.6,58.6,"51,156",Multifamily Housing
3010730041,3025018,35,PROSPECT PARK WEST  ,BROOKLYN            ,11215,Yes,In Compliance ,70.2,64.8,93.4,87.7,null,None,44,861.1,693.6,167.4,"214,700",Multifamily Housing
4066360001,4455293,   135-10,GRAND CENTRAL PKWY  ,QUEENS,11435,Yes,In Compliance ,86.9,null,103.7,null,null,None,90,627.8,563.9,63.8,"125,164",Multifamily Housing
3087630013,3246927,"1,133",BANNER AVENUE       ,BROOKLYN            ,11235,Yes,In Compliance ,99.1,98.3,158.2,157.3,null,None,11,343.2,221.1,122.1,"56,827",Multifamily Housing
1019477501,1086186;1800517;1800516;1800515,"2,235",FREDRICK DOUGLASS BL,MANHATTAN,10027,Yes,In Compliance ,79,75.6,127.8,123.9,null,None,39,485.5,307.1,178.4,"100,359",Multifamily Housing
4005020041,4005448,    11-15,BROADWAY            ,QUEENS,11106,Yes,In Compliance ,63.5,61.2,116.3,113.4,null,None,68,349.5,181,168.5,"85,645",Multifamily Housing
4005350051,4005988;4538210,    30-50,  21 STREET         ,QUEENS,11102,Yes,In Compliance ,53.6,51.7,94.6,92.6,null,None,84,226.1,124.6,101.5,"66,652",Multifamily Housing
4032720001,4078317,150,GREENWAY TERRACE    ,QUEENS,11375,Yes,In Compliance ,null,null,null,null,null,None,null,609.4,498.2,111.2,"139,142",Mixed Use Property
1013920047,1041833,50,EAST   78 STREET    ,MANHATTAN,10075,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,49.2,"52,356",Multifamily Housing
3031680001,3072163,"1,226",FLUSHING AVENUE     ,BROOKLYN            ,11237,Yes,In Compliance ,112,108.6,234.2,225.7,null,None,1,559.4,219.1,340.3,"73,500",Multifamily Housing
1010450061,1025421,     840A,9 AVENUE            ,MANHATTAN,10019,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,236.4,"100,000",Multifamily Housing
4158430001,4301900;4831373,    51-15,ROCKAWAY BEACH BLVD ,QUEENS,11691,Yes,In Compliance ,0,null,0,null,null,None,null,0,0,0,"124,800",Other
1013800039,1041137,630,PARK AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,197.8,"114,041",Multifamily Housing
1013710038,1040722,25,SUTTON PLACE SOUTH  ,MANHATTAN,10022,Yes,In Compliance ,17.3,17.5,51.2,51.6,null,None,100,790.6,46.7,743.9,"567,750",Multifamily Housing
1005540035,1089443,101,ASTOR PLACE         ,MANHATTAN,10003,Yes,In Compliance ,49.6,46.3,106.5,102.5,null,None,null,"1,437.6",0,"1,437.6","389,253",Office
2024570001,2002764,"1,212",GRAND CONCOURSE     ,BRONX               ,10456,Yes,In Compliance ,40,39.7,42.7,41.8,null,None,null,195.8,190,5.9,"65,832",Multifamily Housing
1008670020,1017197,237,MADISON AVENUE      ,MANHATTAN,10016,Yes,In Compliance ,168.6,161.3,335.2,324.2,null,None,15,776.2,395.2,381,"59,400",Hotel
1013270037,1038567,220,EAST   54 STREET    ,MANHATTAN,10022,Yes,In Compliance ,92.3,89.5,139.8,136.8,null,None,38,643.8,447,196.8,"115,020",Multifamily Housing
2033170001,2017484,"2,671",MORRIS AVENUE       ,BRONX               ,10468,Yes,In Compliance ,null,null,null,null,null,None,null,464.8,330.1,134.7,"52,500",Multifamily Housing
4041430030,4849549;4462122;4850201;4462121;4462123;4462119;4462124,   137-05,20 AVENUE           ,QUEENS,11356,Yes,In Compliance ,129.5,126.8,303.5,301.5,null,None,65,"3,069.6",868.8,"2,200.8","331,130",Other
4041430001,,,,QUEENS,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
4041430020,,,,QUEENS,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
4041430025,,,,QUEENS,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
4041430040,,,,QUEENS,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
4041430060,,,,QUEENS,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
4064850003,4450223;4450220;4450225;4450222;4450221;4450226;4447934;4450224;4450218;4450219;4450217;4450216,    68-09, 138 STREET         ,QUEENS,11367,Yes,In Compliance ,81.1,77.6,109.5,105.8,null,None,38,"1,931.7","1,572",359.7,"352,506",Multifamily Housing
4091310045,4189850,    78-02,LIBERTY AVENUE      ,QUEENS,11417,Yes,In Compliance ,6.2,6.2,19.6,19.6,null,None,null,44.5,0,44.5,"85,850",Self-Storage Facility
4001940023,4002596,    45-08,  40 STREET         ,QUEENS,11104,Yes,In Compliance ,null,null,null,null,null,None,null,440.7,360.2,80.5,"121,714",Multifamily Housing
2028200001,2007822,"1,495",MORRIS AVENUE       ,BRONX               ,10457,Yes,In Compliance ,null,null,null,null,null,None,null,255.2,243.6,11.6,"52,800",Multifamily Housing
2032480136,2015288,125,WEST KINGSBRIDGE RD ,BRONX               ,10468,Yes,In Compliance ,null,null,null,null,null,None,null,191.1,184.5,6.5,"55,146",Multifamily Housing
2024760091,2002925,901,WALTON AVENUE       ,BRONX               ,10452,Yes,In Compliance ,null,null,null,null,null,None,null,null,291.1,null,"105,356",Multifamily Housing
1022150042,1064521,150,WEST  225 STREET    ,BRONX               ,10463,Yes,In Compliance ,282.9,null,346.6,null,null,None,1,"5,605.5","4,917.4",688.1,"342,048",Multifamily Housing
3002080331,3001510,160,COLUMBIA HEIGHTS    ,BROOKLYN            ,11201,Yes,In Compliance ,63.7,59.8,96.7,92.7,null,None,81,340.7,234.7,106,"89,445",Multifamily Housing
5014940050,5109281;5109282;5109286;5109287;5109288;5109075;5109289;5109290;5109291;5109293;5109280;5109294;5111951;5840597;5109295;5109283;5130252;5109284;5109285;5109292;5130250;5130251;5130253;5153877,360,WILLOW ROAD WEST    ,STATEN ISLAND       ,10314,Yes,In Compliance ,73.3,70.1,103.6,100.3,null,None,76,571.8,429.9,141.9,"133,859",Multifamily Housing
